,business_id,date,review_id,stars_x,text,user_id,address,categories,city,latitude,longitude,name,postal_code,review_count,stars_y,state,sentiments
181878,4CxF8c3MB7VAdY8zFb2cZQ,2011-03-20 22:16:57,Zsj3nsvclL2OgOmLRdmWfg,2.0,"Sorry VooDoo.  You have fallen prey to the tourists and Food Network/Travel Network fans.  You just are not worth the wait anymore.  I shall miss the Maple Bacon Bar, the Marshall Mathers, the Ol' Dirty Bastard, and Triple Chocolate Penetration.  Oh, how I have longed for some Triple Chocolate Penetration with a Maple Bacon happy ending.  Sorry VooDoo, the lines have reduced you to doo-doo.  I have no problem hopping down the block for a sweet/salty fix during the day now.  Rest in peace.",vsmhQJ5jkw9wQjfpcOfuJA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
181918,4CxF8c3MB7VAdY8zFb2cZQ,2014-10-11 17:47:11,gyW59lRutrXuOq1vjOnMhg,5.0,Maple bacon bar was delicious. Bacon was cooked perfect for putting on the doughnut. Not too crunchy or chewy. The maple frosting was awesome. The doughnut itself was good as well. Also had the Portland cream doughnut and it was good. The chocolate frosting and cream filling were both good as was the doughnut.,KdDnTz_2TUYe39u-Md-bIA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
182093,4CxF8c3MB7VAdY8zFb2cZQ,2018-05-29 05:49:41,HRUSiX9n43GQxydbbs4B3Q,2.0,"Not remotely worth waiting in line for an hour and a half. Go to the blue star donuts instead. Or go to Safeway or something, Nobody needs a donut in the shape of a cock. 2 stars",oz0E3g_uW8WrPxqnNoWp4A,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
182123,4CxF8c3MB7VAdY8zFb2cZQ,2008-05-02 01:17:06,818SPm6uYYqoZsrJBcFDKA,5.0,"I got married here, so my opinion is clearly pretty high.

That said: amazing! delicious! try the mango tango! I've never had a bad Voodoo Doughnut experience.",uDQnJP1xKyBjVquysGJV4Q,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
182128,4CxF8c3MB7VAdY8zFb2cZQ,2013-12-29 02:38:20,U6KFdWbd8RT9sT4IA1hv_A,3.0,"I'm not a fan of doughnuts, so this may not qualify. Voodoo's claim to fame are the funky shapes of their doughnuts. Otherwise they taste like any doughnut I've had at dunkins.",WBa7OpbL6Hgj1WIx2_MxXA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,2
182182,4CxF8c3MB7VAdY8zFb2cZQ,2014-09-09 22:54:50,FM87arzgidojbWB2kNSSZQ,3.0,"This is more of an iconic tourist experience centered on novelty donuts. If you're looking for a quality, delicious donut, then this is not the place for you. The donuts are average and the lines are long--but the originality is out of this world. If you think of your experience as more like a visit to a donut museum you might enjoy it more.",HRs1F5kH35vVDcj_MWqIDA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,2
182321,4CxF8c3MB7VAdY8zFb2cZQ,2017-08-07 21:27:34,b6dUDQLtzJxAOz4b3gFceQ,4.0,"Bacon Maple Bar
O. M. Goodgolly. For real. You had me at Bacon Maple Bar.

You can even get married Voodoo Doughnut Style. I hear it's a hoot. As long as there are doughnuts. I would be fine.. I always like the variety of goodness. How I ever walk out of Voodoo is a mystery. I know I've wanted to crawl out a few times. Every doughnut was as good or better than the one I had before. The variety and coolness factor make it a standing tradition in Portlandia.",972omcSXt-ll1zrrQHSnoA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
182352,4CxF8c3MB7VAdY8zFb2cZQ,2012-07-16 21:33:11,wEw8wBRMFaQOJzEi9vgsuA,4.0,"Voodoo Doughnut is the essence of Portland, and people here know it. The line is always out the door, and you'll be lucky if it isn't around the whole effing block. Once inside, you'll immediately notice the lively atmosphere, and probably the overwhelming smell of delicious baked treats wafting through a crowd of drooling hipsters.

Voodoo's doughnuts are simply amazing. Their voodoo doll, stuffed with jelly ""blood"", is a must-have. My favorite is the Ol' Dirty Bastard, a cake doughnut covered in chocolate sauce and topped with crushed Oreos and peanut butter. Mmm, delicious. If you want something light, try the Maple Blazer Blunt, a fluffy doughnut topped with maple glaze and sprinkles.

There are a couple caveats. Stay away from the maple bacon bar. The maple bar itself is good, but the bacon is dry, chewy, and just tastes awful. Everyone seems to like it, but I don't understand why. Maybe the folks at Voodoo accidentally put Beggin' Strips on my doughnut or something? Also, skip the ones with fruity powder like grape or bubble gum or the Arnold Palmer, they just leave a weird taste in your mouth.

If you haven't been to Voodoo, you can hardly call yourself a Portlandian. They're open late, too, so you have no excuses.",YmfGjqIfGeDkfJVdsmg29Q,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
182389,4CxF8c3MB7VAdY8zFb2cZQ,2017-02-19 11:23:45,G8AS3LCfHRS7IGMTbM0ZjQ,5.0,"This place is in one of my food bucket list to go to. I've been waiting for a chance to go here, since I lived in California. This doughnut joint pops up in every food shows in TV, so it really has the hype. My girlfriend and I went straight here from the airport; It didn't disappoint and it lives up to its hype. The ambiance is weird and really took up the quote, ""Keep Portland Weird"" in its back. They have all kinds of decorations in the wall and the most iconic thing I remembered is the art window in front of the store, which is awesome and creative. The servers are friendly and they will literally accommodate you even if the line is long. Our server, Johnny is really helpful and have a great personality towards costumers, so say hello if ever you met him. Anyway..... donuts...

The donuts are extraordinary to say the least. They have the most imaginative donuts that I ever seen. I have a hard time eating my donuts because it is so artistic, that it belongs to a museum or something. My girlfriend and I ordered their classic voodoo donuts; chocolate glazed voodoo figure with raspberry blood in it.. yummmm! My girlfriend likes their double bubble donuts; it literally taste like a bazooka gum. I ordered their famous the diabetically evil Memphis Mafia; based on the taste it is an apple/ banana fritter with chocolate chip and peanut butter icing on the top. Damn it is so good, I would eat this for breakfast everyday in a week. They sell merchandises, too such as a t- shirt and a sweat

48 hours later.... We came back  here before going to the airport because we want to buy our family and friends these donuts. One of my close friend asked me if I can bring him a Chuckles donuts and a Pothole donuts. Of course, I ordered those to myself, too and wow that's why he is my friend because he has good taste. My girlfriend and I ordered 4 pink boxes for to go.. at least 6 donuts inside each boxes.. why not :) Overall, I would definitely go here again, no doubt about it! 

PS: They sell one day old bucket of donuts for just $10",vHjhKfIks-mwtzDNqDFUjA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
182456,4CxF8c3MB7VAdY8zFb2cZQ,2013-10-03 17:47:23,aPfARhkCT_lJgcb7QoCtIg,5.0,"If you go to PDX, go to Voodoo. Yes, it IS that good. Legendary doughnuts! Crazy mix of fun flavors. Expect to wait in line, but know it will be worth the wait. I don't even like doughnuts but I had 3 the day I went.",L4IMww_97k73Rb0_OB4w1A,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
182461,4CxF8c3MB7VAdY8zFb2cZQ,2015-06-09 00:29:25,HAOLo_qDgfBZIdhfTyHNdw,5.0,"5 stars for the experience. This place has been all over the food channels so we had to make a pit stop to check it out. The line was past the rope and wrapped around the building but we only waited about 30 minutes to get in the door and place our order. 

Get a dozen!! (At least). The donuts are huge but worth it. However, they aren't great the next day. We went a little overboard but couldn't eat it all. The next day the cereal was soggy and the donuts were a little hard. 

$18 bucks for a dozen.. not bad. A few people have told me that the ""other"" Portland location has a shorter line.

CASH ONLY.",PYmzvcHnPPyv26HouDdH-A,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
182474,4CxF8c3MB7VAdY8zFb2cZQ,2017-11-06 21:50:16,K1zlfRgL18bGTE_HNvSQOg,4.0,They were very nice and friendly. Atmosphere was so nice and welcoming. They had so many doughnuts to choose from it was overwhelming because they all look so great. Doughnuts were awesome!! I will be back to taste the other options I want.,2Z6t91hKU02xx8YMbcosPg,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
182546,4CxF8c3MB7VAdY8zFb2cZQ,2012-04-29 19:05:49,gvvziIZioUJJECboUY31Sw,4.0,"We came here to see what all the hype was about. Long line for pricey donuts? I don't have much of a sweet tooth, but after biting into the maple bacon bar, I was immediately in a voodoo trance. Such a great combination of flavors! I wish I could have brought some back to LA, but the place was closed on New Years day.",EuyDSX8M-OAldD8oZ7kBMw,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
182552,4CxF8c3MB7VAdY8zFb2cZQ,2015-08-20 04:32:55,Rgxy87iWJvhxZlFZe_G4yA,3.0,Been here many times and this was no different. More a novelty than anything else. A stop on the Portland tour bucket list.,jN2Mf3qWXVBYg0Q1XpTxWg,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,2
182597,4CxF8c3MB7VAdY8zFb2cZQ,2013-09-04 04:03:01,aEzTi8cfUiBA58xnD-yh9w,3.0,"Waited in line for 45 minutes during my brief trip to Portland while returning from a road trip. Honestly it wasn't worth it. To be fair, I don't have much of a sweet tooth but I still like the donuts at top pot in Seattle a lot more. 
The plain glazed was by far my favorite of the custom dozen that we picked. The portland cream was excellent as well albeit way too sweet for my taste. My wife really enjoyed it though. Some of the other flavors that were pretty good were the lemon powder and the voodo doll. All the others that we tried were just ok.
I'd recommend going here once just for the novelty experience but definitely not worth the wait twice.",zvc8SwnDxwTInJ9fx0Itmg,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,2
182671,4CxF8c3MB7VAdY8zFb2cZQ,2013-08-15 19:00:21,TTA9v75qNWDcllDy_qfVsw,2.0,"Tourist trap.  Some interesting and creative combinations, but the quality of the donut itself - average.  Have had much better donuts in places not trying to get fancy.  Def not worth a wait for more than 5 minutes.",hSafT-RtgfNz_NDsqwDqMg,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
182769,4CxF8c3MB7VAdY8zFb2cZQ,2017-03-15 21:11:32,tSUhiUEfkVh71eJjaCM2qQ,4.0,"I don't care much for their doughnuts, but they have superb fritters!  Try the peanut butter banana one if you get a chance!  Cock N Balls is also a fun one if you prefer a doughnut.",gZEf-C9FfJIYYIOE8Vd6tQ,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
182804,4CxF8c3MB7VAdY8zFb2cZQ,2016-03-07 05:54:02,qwbtBTw16HMbcSvped0GuA,3.0,"Very cool place but definitely overhyped. I'm pretty sure everyone has heard of Voodoo doughnuts and I was very excited to try it when visiting Portland. A group of us got there early on a Friday morning and didn't need to wait in line at all which is apparently unheard of! We got a box of a few different flavors so we could all try them. The assortment included the Captain Crunch, Chocolate Coco Puff donut, Maple Bacon, and a classic old fashion. While the donuts looked pretty and colorful, I didn't particularly think the flavor was all that amazing. They were SUPER sugary and sweet and it was hard to compare to Blue Star Donut which had fresher tasting ingredients. I definitely think it's worth going once for the experience but I don't feel the need to go again.",TVRZY8f7ygulBocq8nYIFA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,2
182875,4CxF8c3MB7VAdY8zFb2cZQ,2017-12-29 23:00:04,Kc5qS1X3AL2gU6xs19iCzw,1.0,"Why go here if you really love good donuts when Portland has Blue Star? 
The line of tourists waiting to get in is a real deterrent, but the poor quality of the donuts is even more important a reason to avoid the place.",WfvkQO3ERa_rc9gU54-v3A,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,3
182894,4CxF8c3MB7VAdY8zFb2cZQ,2015-07-28 20:00:20,CVKfAMkkuGVSWUu-LJbTbw,4.0,"I like the place, a friend of mine said it just donuts save time and skip it but I disagree. 

They make donuts a over the top event that is part entertainment, part excess & the comes with the allure of eating something we know we should not be! Captain Crunch on a overly sweet iced deep fried dough is excessive and also pretty freaking good. 

Also from my recollection they were putting Bacon on stuff before it was cool. And yes the Bacon Maple bar is my favorite if you are asking!

I like when it has a line, its kind of fun to wait and chat it up with the others waiting in line as well.

We have a voodoo in Denver but for some reason the doughnuts here in Portland seemed less expensive then when we have bought them in Denver so that's another positive.",B5jJX8iyUMZwKZxF7sO25A,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
182990,4CxF8c3MB7VAdY8zFb2cZQ,2013-10-24 23:32:27,Uma9kmahmI3mItw_ULBCKA,3.0,"I'm not really a sweets fan but I'll have a donut here and there. My friends and I drove from Seattle to Portland and what better place to go other than the famous voodoo donuts I've heard about on tv.  

I got here around 10 so the line wasn't too long. There were a lot of people hanging around the shop outside. My friends and I got the bacon maple bar, cock and balls, and the Oreo one. 

I think if I were to eat everything I would've been on a sugar craze and get super hyper. I just tried a little bit of everything and frankly, they were just ok. Mind you I don't really like sweets that much 

The cock and balls are hugeeeeee and it just tastes like a regular chocolate glazed donut. The bacon maple bar was good with a mix of sweet and salty. The Oreo one was ok, it was kinda too sweet. 

I wouldn't care to come back since it's not the best donut I've ever had in my life. But at least I can say I've been there !!!

** btw I think it's CASH ONLY",8DnBMIfDWnR5kI9nLwl4Hg,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,2
183026,4CxF8c3MB7VAdY8zFb2cZQ,2015-04-15 19:19:28,cVF0uhqm89-x0SJm4gkvzA,5.0,What can I say about these amazing doughnuts.....loved the Miami Vice.  Interesting place with very clever names!  The doughnut world was boring and needed a change...this is it!!,xVEAbvJYJVsezdyEaPF1kQ,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
183110,4CxF8c3MB7VAdY8zFb2cZQ,2014-12-18 17:19:42,JX3aPKB0vwPoOc6DzZnjoA,4.0,"Awesome place! The line was out the door (as usual), but the wait wasn't too bad. The doughnuts were def worth it! Though bring a friend or two since these doughnuts are pretty big and sugary.",Xm22_EQhgYAdSzAMv_tdJA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
183129,4CxF8c3MB7VAdY8zFb2cZQ,2014-02-24 06:49:28,_LyYVxVNvo6AmxYS6Sdb2A,4.0,"So hmmm I love the doughnuts and everything about this place except the wait! 
I will have to say the wait wasn't that bad. It is a great place to people watch!! 
Cash only, they have an ATM inside (it was down when we were there).
They have crazy flavors, some way to crazy for me to even think of trying. 
My favorites are Memphis mafia and the peach fritter! So good and worth the wait!! 
Their maple bar is not my favorite even with the added bacon (shocking I know right)!! 
It's worth the wait once to go and be a tourist but not an everyday doughnut fix!",Ppd7Ck5cY0RoyIPJ1J-qQA,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
183155,4CxF8c3MB7VAdY8zFb2cZQ,2015-09-09 19:31:45,GZNeIY6JOpmC7pvIn8TRTA,5.0,Soooo Amazing !!! There was a line but it moved fast.  All the doughnuts I bought were soft and delish!!,RcQQKtZvA0ptN5oKpqkTUw,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
183166,4CxF8c3MB7VAdY8zFb2cZQ,2017-04-08 09:18:16,Q4B6HgaVHR5Y4xFkZ6158A,4.0,Definitely something to try if you are in the Portland area. Unique donut options that taste delicious.,wTTMw-2IKUvEO_8uFGwJbQ,22 SW 3rd Ave,"Local Flavor, Food, Donuts, Wedding Chapels, Event Planning & Services, Bakeries, Restaurants, Breakfast & Brunch",Portland,45.52261201140001,-122.67308361139999,Voodoo Doughnut - Old Town,97204,9185,3.5,OR,1
